App0,"([[3, 50], [0, 2], [2, 53], [1, 80]], ['0.00134277'])"
App1,"([[1, 97], [7, 6], [4, 1], [6, 21], [0, 15], [2, 47], [3, 62], [5, 13]], ['0.00091529'])"
App2,"([[0, 86], [6, 64], [7, 57], [8, 61], [9, 20], [11, 66], [3, 85], [10, 36], [2, 54], [4, 70], [5, 75], [1, 46]], ['0.00129938'])"
App3,"([[4, 73], [2, 66], [7, 51], [13, 7], [5, 67], [1, 61], [9, 97], [14, 5], [6, 35], [8, 52], [0, 96], [10, 26], [15, 36], [3, 82], [12, 10], [11, 47]], ['0.00167894'])"
App4,"([[11, 91], [14, 48], [3, 15], [10, 20], [18, 56], [13, 55], [4, 17], [19, 81], [1, 36], [6, 4], [9, 22], [17, 12], [2, 49], [5, 54], [12, 27], [16, 83], [15, 13], [0, 71], [7, 75], [8, 78]], ['0.00208998'])"
App5,"([[23, 91], [7, 86], [9, 66], [11, 65], [16, 15], [1, 27], [13, 81], [14, 5], [22, 67], [3, 17], [8, 51], [6, 83], [12, 37], [18, 16], [21, 79], [4, 26], [5, 31], [17, 4], [20, 45], [2, 39], [0, 46], [10, 78], [15, 28], [19, 52]], ['0.00301695'])"
App6,"([[2, 53], [8, 64], [11, 7], [1, 41], [5, 66], [10, 86], [13, 97], [14, 91], [15, 20], [4, 9], [12, 27], [16, 76], [20, 78], [24, 72], [27, 31], [3, 80], [6, 11], [17, 77], [18, 34], [25, 13], [9, 35], [22, 18], [26, 52], [0, 32], [19, 94], [7, 51], [21, 14], [23, 61]], ['0.00328302'])"
App7,"([[6, 7], [9, 77], [13, 53], [19, 86], [27, 91], [5, 54], [8, 40], [22, 68], [25, 67], [28, 78], [31, 31], [21, 1], [30, 97], [0, 8], [3, 16], [4, 96], [12, 74], [14, 88], [23, 70], [10, 35], [18, 14], [20, 69], [26, 85], [11, 38], [24, 10], [17, 46], [1, 93], [2, 19], [7, 62], [15, 26], [16, 28], [29, 90]], ['0.00338197'])"
App8,"([[1, 86], [6, 50], [7, 7], [8, 73], [20, 97], [22, 66], [23, 15], [25, 53], [27, 43], [28, 64], [31, 57], [2, 59], [10, 31], [16, 2], [21, 90], [24, 27], [26, 98], [29, 12], [3, 1], [35, 70], [11, 4], [0, 81], [4, 17], [15, 28], [9, 26], [14, 84], [13, 49], [32, 63], [5, 58], [34, 82], [12, 19], [17, 62], [18, 47], [19, 14], [30, 80], [33, 10]], ['0.00351477'])"
App9,"([[23, 48], [27, 65], [32, 97], [37, 7], [11, 41], [22, 66], [30, 50], [35, 73], [0, 90], [14, 98], [19, 76], [33, 75], [34, 40], [36, 31], [21, 4], [4, 85], [8, 77], [12, 74], [20, 99], [13, 24], [16, 83], [18, 84], [24, 51], [28, 13], [15, 60], [1, 38], [3, 43], [25, 68], [6, 46], [9, 93], [26, 82], [29, 54], [39, 63], [2, 9], [5, 67], [7, 18], [10, 72], [17, 81], [31, 5], [38, 14]], ['0.00421786'])"
