App0,"([(0, 20), (1, 91), (2, 20), (3, 91)], '0.26088381', 0.01357889175415039, 'Optimal')"
App1,"([(0, 87), (1, 20), (2, 6), (3, 6), (4, 6), (5, 6), (6, 20), (7, 87)], '0.62431955', 0.08144497871398926, 'Optimal')"
App2,"([(0, 65), (1, 61), (2, 20), (3, 20), (4, 87), (5, 6), (6, 7), (7, 61), (8, 56), (9, 6), (10, 87), (11, 66)], '0.50035119', 0.05292105674743652, 'Optimal')"
App3,"([(0, 6), (1, 20), (2, 65), (3, 61), (4, 91), (5, 12), (6, 12), (7, 61), (8, 20), (9, 66), (10, 87), (11, 91), (12, 87), (13, 6), (14, 66), (15, 87)], '1.76914430', 0.9464089870452881, 'Optimal')"
App4,"([(0, 73), (1, 6), (2, 66), (3, 41), (4, 86), (5, 86), (6, 87), (7, 64), (8, 18), (9, 20), (10, 6), (11, 73), (12, 12), (13, 20), (14, 64), (15, 41), (16, 12), (17, 66), (18, 18), (19, 87)], '4.59318328', 3.9896819591522217, 'Optimal')"
App5,"([(0, 91), (1, 20), (2, 86), (3, 6), (4, 72), (5, 12), (6, 2), (7, 6), (8, 66), (9, 65), (10, 9), (11, 86), (12, 66), (13, 87), (14, 20), (15, 13), (16, 13), (17, 2), (18, 87), (19, 2), (20, 72), (21, 12), (22, 9), (23, 91)], '4.31263971', 3.195966958999634, 'Optimal')"
App6,"([(0, 6), (1, 6), (2, 65), (3, 2), (4, 87), (5, 91), (6, 98), (7, 90), (8, 7), (9, 2), (10, 48), (11, 73), (12, 76), (13, 50), (14, 66), (15, 86), (16, 12), (17, 9), (18, 9), (19, 76), (20, 90), (21, 86), (22, 12), (23, 73), (24, 20), (25, 98), (26, 87), (27, 20)], '1.80574918', 0.6026229858398438, 'Optimal')"
App7,"([(0, 53), (1, 11), (2, 56), (3, 66), (4, 11), (5, 12), (6, 73), (7, 73), (8, 20), (9, 8), (10, 98), (11, 11), (12, 66), (13, 6), (14, 2), (15, 11), (16, 8), (17, 86), (18, 87), (19, 7), (20, 12), (21, 86), (22, 2), (23, 6), (24, 56), (25, 87), (26, 56), (27, 91), (28, 20), (29, 91), (30, 98), (31, 53)], '4.16003108', 2.826935052871704, 'Optimal')"
App8,"([(0, 2), (1, 6), (2, 53), (3, 9), (4, 86), (5, 73), (6, 64), (7, 91), (8, 41), (9, 87), (10, 20), (11, 6), (12, 91), (13, 53), (14, 12), (15, 9), (16, 76), (17, 56), (18, 64), (19, 56), (20, 97), (21, 87), (22, 50), (23, 8), (24, 2), (25, 73), (26, 20), (27, 56), (28, 7), (29, 12), (30, 13), (31, 13), (32, 76), (33, 8), (34, 41), (35, 86)], '2.38066959', 0.662031888961792, 'Optimal')"
App9,"([(0, 12), (1, 78), (2, 72), (3, 72), (4, 2), (5, 9), (6, 41), (7, 2), (8, 72), (9, 72), (10, 91), (11, 6), (12, 66), (13, 87), (14, 20), (15, 12), (16, 2), (17, 64), (18, 78), (19, 76), (20, 6), (21, 87), (22, 64), (23, 50), (24, 53), (25, 76), (26, 73), (27, 48), (28, 66), (29, 86), (30, 41), (31, 66), (32, 91), (33, 53), (34, 20), (35, 73), (36, 9), (37, 86), (38, 9), (39, 2)], '5.90330839', 4.1998610496521, 'Optimal')"
App10,"([(0, 6), (1, 59), (2, 20), (3, 6), (4, 86), (5, 9), (6, 87), (7, 78), (8, 41), (9, 98), (10, 13), (11, 59), (12, 64), (13, 57), (14, 11), (15, 61), (16, 59), (17, 11), (18, 61), (19, 97), (20, 2), (21, 12), (22, 66), (23, 66), (24, 2), (25, 91), (26, 73), (27, 72), (28, 87), (29, 48), (30, 7), (31, 65), (32, 86), (33, 20), (34, 73), (35, 98), (36, 72), (37, 64), (38, 78), (39, 12), (40, 50), (41, 9), (42, 53), (43, 91)], '2.79987979', 0.7285261154174805, 'Optimal')"
