App0,"([(0, 68), (1, 68), (2, 53), (3, 97)], '13.89254928', 1.73557710647583, 'Optimal')"
App1,"([(0, 87), (1, 87), (2, 76), (3, 76), (4, 76), (5, 39), (6, 20), (7, 20)], '81.05728912', 54.802000999450684, 'Optimal')"
App2,"([(0, 6), (1, 6), (2, 87), (3, 87), (4, 76), (5, 76), (6, 73), (7, 20), (8, 33), (9, 48), (10, 61), (11, 97)], '267.25699520', 224.73094987869263, 'Optimal')"
App3,"([(0, 98), (1, 98), (2, 20), (3, 33), (4, 48), (5, 61), (6, 97), (7, 43), (8, 97), (9, 53), (10, 53), (11, 32), (12, 6), (13, 6), (14, 11), (15, 11)], '1856.24479437', 1800.3742299079895, 'Infeasible')"
App4,"([(0, 87), (1, 87), (2, 87), (3, 6), (4, 6), (5, 32), (6, 53), (7, 53), (8, 24), (9, 24), (10, 66), (11, 65), (12, 5), (13, 72), (14, 20), (15, 39), (16, 76), (17, 76), (18, 74), (19, 70)], '1872.76352644', 1800.3839809894562, 'Infeasible')"
App5,"([(0, 75), (1, 75), (2, 93), (3, 66), (4, 66), (5, 24), (6, 53), (7, 97), (8, 61), (9, 48), (10, 33), (11, 50), (12, 33), (13, 20), (14, 20), (15, 39), (16, 73), (17, 31), (18, 80), (19, 75), (20, 72), (21, 72), (22, 5), (23, 65)], '1887.66412473', 1800.1591069698334, 'Infeasible')"
App6,"([(0, 61), (1, 97), (2, 53), (3, 80), (4, 31), (5, 73), (6, 76), (7, 39), (8, 20), (9, 33), (10, 48), (11, 50), (12, 27), (13, 7), (14, 64), (15, 86), (16, 54), (17, 70), (18, 74), (19, 76), (20, 87), (21, 87), (22, 92), (23, 92), (24, 75), (25, 72), (26, 72), (27, 59)], '1900.59189844', 1800.3015758991241, 'Infeasible')"
App7,"([(0, 2), (1, 2), (2, 79), (3, 79), (4, 52), (5, 98), (6, 20), (7, 39), (8, 76), (9, 74), (10, 70), (11, 22), (12, 33), (13, 48), (14, 61), (15, 61), (16, 61), (17, 97), (18, 97), (19, 53), (20, 49), (21, 73), (22, 31), (23, 80), (24, 75), (25, 72), (26, 5), (27, 65), (28, 66), (29, 76), (30, 87), (31, 6)], '1913.26919317', 1800.1352970600128, 'Infeasible')"
App8,"([(0, 6), (1, 6), (2, 87), (3, 76), (4, 74), (5, 84), (6, 7), (7, 64), (8, 86), (9, 56), (10, 90), (11, 27), (12, 27), (13, 45), (14, 72), (15, 72), (16, 75), (17, 80), (18, 80), (19, 24), (20, 65), (21, 66), (22, 53), (23, 97), (24, 31), (25, 73), (26, 22), (27, 48), (28, 50), (29, 91), (30, 91), (31, 33), (32, 20), (33, 20), (34, 20), (35, 34)], '1935.02995420', 1800.1843910217285, 'Infeasible')"
App9,"([(0, 98), (1, 52), (2, 52), (3, 52), (4, 3), (5, 62), (6, 68), (7, 99), (8, 1), (9, 1), (10, 20), (11, 50), (12, 48), (13, 33), (14, 22), (15, 76), (16, 76), (17, 39), (18, 73), (19, 72), (20, 75), (21, 80), (22, 97), (23, 53), (24, 66), (25, 66), (26, 66), (27, 65), (28, 24), (29, 82), (30, 91), (31, 20), (32, 20), (33, 27), (34, 90), (35, 7), (36, 64), (37, 86), (38, 56), (39, 56)], '1943.91788578', 1800.2538940906525, 'Infeasible')"
App10,"([(0, 65), (1, 72), (2, 59), (3, 5), (4, 75), (5, 31), (6, 80), (7, 24), (8, 66), (9, 75), (10, 51), (11, 51), (12, 41), (13, 94), (14, 12), (15, 36), (16, 60), (17, 78), (18, 56), (19, 86), (20, 67), (21, 71), (22, 52), (23, 98), (24, 98), (25, 48), (26, 27), (27, 27), (28, 90), (29, 7), (30, 64), (31, 53), (32, 97), (33, 68), (34, 6), (35, 87), (36, 76), (37, 76), (38, 20), (39, 20), (40, 50), (41, 33), (42, 91), (43, 91)], '1959.80457377', 1800.221251964569, 'Infeasible')"
