App0,"([(0, 68), (1, 68), (2, 53), (3, 97)], '12.71138930', 1.5734949111938477, 'Optimal')"
App1,"([(0, 87), (1, 87), (2, 76), (3, 76), (4, 76), (5, 39), (6, 20), (7, 20)], '77.70200753', 51.81912899017334, 'Optimal')"
App2,"([(0, 6), (1, 6), (2, 87), (3, 87), (4, 76), (5, 76), (6, 73), (7, 20), (8, 33), (9, 48), (10, 61), (11, 97)], '101.51202416', 60.05104088783264, 'Infeasible')"
App3,"([(0, 98), (1, 98), (2, 20), (3, 33), (4, 48), (5, 61), (6, 97), (7, 43), (8, 97), (9, 53), (10, 53), (11, 32), (12, 6), (13, 6), (14, 11), (15, 11)], '116.22836518', 60.14557218551636, 'Infeasible')"
App4,"([(0, 87), (1, 87), (2, 87), (3, 6), (4, 6), (5, 32), (6, 53), (7, 53), (8, 24), (9, 24), (10, 66), (11, 65), (12, 5), (13, 72), (14, 20), (15, 39), (16, 76), (17, 76), (18, 74), (19, 70)], '132.47018385', 60.385504961013794, 'Infeasible')"
App5,"([(0, 75), (1, 75), (2, 93), (3, 66), (4, 66), (5, 24), (6, 53), (7, 97), (8, 61), (9, 48), (10, 33), (11, 50), (12, 33), (13, 20), (14, 20), (15, 39), (16, 73), (17, 31), (18, 80), (19, 75), (20, 72), (21, 72), (22, 5), (23, 65)], '146.83353877', 60.09537696838379, 'Infeasible')"
App6,"([(0, 24), (1, 66), (2, 65), (3, 5), (4, 72), (5, 73), (6, 31), (7, 39), (8, 20), (9, 33), (10, 50), (11, 48), (12, 90), (13, 7), (14, 64), (15, 86), (16, 78), (17, 60), (18, 36), (19, 32), (20, 53), (21, 62), (22, 3), (23, 3), (24, 98), (25, 52), (26, 79), (27, 2)], '159.47648573', 60.12296414375305, 'Infeasible')"
App7,"([(0, 64), (1, 62), (2, 71), (3, 54), (4, 70), (5, 22), (6, 91), (7, 91), (8, 50), (9, 45), (10, 13), (11, 13), (12, 68), (13, 97), (14, 53), (15, 3), (16, 3), (17, 3), (18, 20), (19, 48), (20, 33), (21, 20), (22, 12), (23, 1), (24, 1), (25, 75), (26, 92), (27, 41), (28, 87), (29, 6), (30, 6), (31, 53)], '174.13171458', 60.1186580657959, 'Infeasible')"
App8,"([(0, 6), (1, 6), (2, 87), (3, 76), (4, 92), (5, 38), (6, 86), (7, 64), (8, 7), (9, 84), (10, 90), (11, 27), (12, 27), (13, 45), (14, 72), (15, 72), (16, 75), (17, 75), (18, 80), (19, 24), (20, 65), (21, 66), (22, 53), (23, 73), (24, 20), (25, 50), (26, 48), (27, 61), (28, 97), (29, 68), (30, 45), (31, 5), (32, 96), (33, 73), (34, 76), (35, 70)], '194.77883720', 60.2711968421936, 'Infeasible')"
App9,"([(0, 54), (1, 71), (2, 3), (3, 52), (4, 3), (5, 62), (6, 68), (7, 99), (8, 1), (9, 1), (10, 20), (11, 50), (12, 48), (13, 33), (14, 22), (15, 76), (16, 76), (17, 39), (18, 73), (19, 31), (20, 32), (21, 6), (22, 53), (23, 97), (24, 80), (25, 49), (26, 96), (27, 65), (28, 24), (29, 82), (30, 91), (31, 27), (32, 7), (33, 90), (34, 75), (35, 66), (36, 72), (37, 20), (38, 1), (39, 58)], '209.03781056', 60.3347008228302, 'Infeasible')"
App10,"([(0, 86), (1, 80), (2, 31), (3, 96), (4, 3), (5, 52), (6, 3), (7, 6), (8, 6), (9, 87), (10, 56), (11, 38), (12, 7), (13, 45), (14, 13), (15, 13), (16, 13), (17, 4), (18, 33), (19, 50), (20, 91), (21, 54), (22, 77), (23, 74), (24, 70), (25, 48), (26, 27), (27, 27), (28, 5), (29, 65), (30, 53), (31, 73), (32, 97), (33, 68), (34, 20), (35, 98), (36, 22), (37, 70), (38, 76), (39, 2), (40, 66), (41, 24), (42, 64), (43, 64)], '223.61025095', 60.139142990112305, 'Infeasible')"
